country_code,groupType,group,Year,n_obs,Optimism_better,Optimism_same,Optimism_worse,Optimism_DKNR,Econ_better,Econ_same,Econ_worse,Econ_DKNR,Happiness_better,Happiness_same,Happiness_worse,Happiness_DKNR,OptimismScore,EconScore,HappinessScore,code
Nigeria,Education,Secondary school,2016,527,63.56736243,10.056926,22.77039848,3.605313093,55.21821632,10.43643264,29.60151803,4.743833017,54.64895636,11.19544592,34.15559772,0,40.79696395,25.61669829,20.49335863,NGA
Norway,Education,High level education (e.g. university),2016,502,43.02788845,40.03984064,12.74900398,4.183266932,28.88446215,42.62948207,23.10756972,5.378486056,73.30677291,17.92828685,8.366533865,0.398406375,30.27888446,5.77689243,64.94023904,NOR
Norway,Education,No education/ only basic education,2016,2,50,0,50,0,50,0,50,0,0,0,100,0,0,0,-100,NOR
Norway,Education,NR,2016,24,29.16666667,33.33333333,12.5,25,20.83333333,37.5,20.83333333,20.83333333,33.33333333,33.33333333,29.16666667,4.166666667,16.66666667,0,4.166666667,NOR
Norway,Education,Secondary school,2016,442,37.55656109,40.04524887,15.38461538,7.013574661,21.26696833,45.24886878,26.01809955,7.466063348,67.19457014,14.9321267,16.96832579,0.904977376,22.1719457,-4.751131222,50.22624434,NOR
Pakistan,Education,High level education (e.g. university),2011,612,31.04575163,32.35294118,27.94117647,8.660130719,27.61437908,31.8627451,31.69934641,8.823529412,43.46405229,41.0130719,8.986928105,6.535947712,3.104575163,-4.08496732,34.47712418,PAK
Pakistan,Education,High level education (e.g. university),2013,789,30.29150824,34.85424588,32.57287706,2.281368821,26.61596958,30.03802281,39.67046895,3.675538657,48.28897338,37.64258555,11.66032953,2.408111534,-2.281368821,-13.05449937,36.62864385,PAK
Pakistan,Education,High level education (e.g. university),2016,103,42.7184466,20.38834951,34.95145631,1.941747573,46.60194175,16.50485437,34.95145631,1.941747573,76.69902913,14.5631068,7.766990291,0.970873786,7.766990291,11.65048544,68.93203883,PAK
Pakistan,Education,No education/ only basic education,2011,637,21.03610675,34.37990581,35.00784929,9.576138148,20.40816327,29.82731554,38.46153846,11.30298273,31.55416013,51.33437991,13.34379906,3.767660911,-13.97174254,-18.0533752,18.21036107,PAK
Pakistan,Education,No education/ only basic education,2013,202,52.97029703,25.74257426,18.31683168,2.97029703,44.55445545,25.24752475,26.73267327,3.465346535,54.45544554,31.68316832,12.37623762,1.485148515,34.65346535,17.82178218,42.07920792,PAK
Pakistan,Education,No education/ only basic education,2016,571,57.96847636,17.6882662,20.49036778,3.852889667,60.42031524,16.63747811,18.91418564,4.028021016,74.43082312,17.6882662,6.830122592,1.050788091,37.47810858,41.5061296,67.60070053,PAK
Pakistan,Education,Secondary school,2011,1456,27.33516484,32.14285714,30.76923077,9.752747253,25,29.18956044,35.98901099,9.821428571,33.17307692,49.58791209,11.05769231,6.181318681,-3.434065934,-10.98901099,22.11538462,PAK
Pakistan,Education,Secondary school,2013,1009,28.24578791,34.2913776,33.00297324,4.459861249,24.97522299,30.42616452,40.13875124,4.459861249,38.25569871,41.4271556,19.02874133,1.288404361,-4.757185332,-15.16352825,19.22695738,PAK
Pakistan,Education,Secondary school,2016,1326,50.98039216,15.68627451,30.2413273,3.092006033,54.4494721,15.46003017,28.35595777,1.73453997,77.67722474,15.91251885,5.580693816,0.829562594,20.73906486,26.09351433,72.09653092,PAK
Palestinian territories (West Bank and Gaza),Education,High level education (e.g. university),2011,258,59.30232558,25.96899225,13.95348837,0.775193798,29.06976744,36.04651163,33.72093023,1.162790698,33.33333333,46.89922481,18.60465116,1.162790698,45.34883721,-4.651162791,14.72868217,PSX
Palestinian territories (West Bank and Gaza),Education,High level education (e.g. university),2016,189,34.39153439,25.92592593,35.44973545,4.232804233,21.69312169,24.86772487,48.67724868,4.761904762,55.02645503,22.75132275,20.63492063,1.587301587,-1.058201058,-26.98412698,34.39153439,PSX
Palestinian territories (West Bank and Gaza),Education,No education/ only basic education,2011,106,81.13207547,11.32075472,7.547169811,0,10.37735849,14.1509434,75.47169811,0,34.90566038,30.18867925,34.90566038,0,73.58490566,-65.09433962,0,PSX
Palestinian territories (West Bank and Gaza),Education,No education/ only basic education,2016,12,33.33333333,16.66666667,41.66666667,8.333333333,16.66666667,25,41.66666667,16.66666667,66.66666667,8.333333333,25,0,-8.333333333,-25,41.66666667,PSX
Palestinian territories (West Bank and Gaza),Education,NR,2011,8,100,0,0,0,25,0,75,0,37.5,0,62.5,0,100,-50,-25,PSX
Palestinian territories (West Bank and Gaza),Education,NR,2013,1000,12.3,47.7,33.4,6.6,7.5,38.5,46.3,7.7,20.2,31.9,42.6,5.3,-21.1,-38.8,-22.4,PSX
Palestinian territories (West Bank and Gaza),Education,Secondary school,2011,254,61.41732283,24.01574803,13.77952756,0.787401575,16.14173228,36.22047244,46.45669291,1.181102362,27.95275591,45.66929134,25.19685039,1.181102362,47.63779528,-30.31496063,2.755905512,PSX
Palestinian territories (West Bank and Gaza),Education,Secondary school,2016,301,33.88704319,19.93355482,39.53488372,6.644518272,26.24584718,22.25913621,45.18272425,6.312292359,55.48172757,22.25913621,18.93687708,3.322259136,-5.647840532,-18.93687708,36.5448505,PSX
Panama,Education,High level education (e.g. university),2016,186,43.01075269,26.88172043,27.41935484,2.688172043,25.2688172,46.23655914,27.41935484,1.075268817,91.39784946,8.064516129,0.537634409,0,15.59139785,-2.150537634,90.86021505,PAN
Panama,Education,No education/ only basic education,2016,66,46.96969697,30.3030303,12.12121212,10.60606061,12.12121212,63.63636364,12.12121212,12.12121212,75.75757576,10.60606061,13.63636364,0,34.84848485,0,62.12121212,PAN
Panama,Education,Secondary school,2016,948,41.35021097,30.80168776,22.67932489,5.168776371,23.10126582,55.16877637,18.77637131,2.953586498,81.01265823,13.39662447,5.274261603,0.316455696,18.67088608,4.324894515,75.73839662,PAN
Papua New Guinea,Education,High level education (e.g. university),2013,120,47.5,16.66666667,30.83333333,5,56.66666667,25.83333333,12.5,5,80,15,5,0,16.66666667,44.16666667,75,PNG
Papua New Guinea,Education,High level education (e.g. university),2016,44,56.81818182,22.72727273,13.63636364,6.818181818,52.27272727,18.18181818,20.45454545,9.090909091,77.27272727,15.90909091,6.818181818,0,43.18181818,31.81818182,70.45454545,PNG
Papua New Guinea,Education,No education/ only basic education,2013,26,42.30769231,7.692307692,38.46153846,11.53846154,53.84615385,11.53846154,19.23076923,15.38461538,73.07692308,11.53846154,11.53846154,3.846153846,3.846153846,34.61538462,61.53846154,PNG
Papua New Guinea,Education,No education/ only basic education,2016,37,48.64864865,18.91891892,18.91891892,13.51351351,56.75675676,16.21621622,21.62162162,5.405405405,70.27027027,21.62162162,5.405405405,2.702702703,29.72972973,35.13513514,64.86486486,PNG
Papua New Guinea,Education,NR,2013,8,50,0,50,0,62.5,25,12.5,0,75,12.5,12.5,0,0,50,62.5,PNG
Papua New Guinea,Education,NR,2016,24,29.16666667,50,12.5,8.333333333,50,29.16666667,8.333333333,12.5,87.5,4.166666667,4.166666667,4.166666667,16.66666667,41.66666667,83.33333333,PNG
Papua New Guinea,Education,Secondary school,2013,862,45.01160093,15.89327146,34.57076566,4.524361949,49.18793503,28.3062645,16.35730858,6.148491879,67.86542923,19.95359629,11.94895592,0.232018561,10.44083527,32.83062645,55.91647332,PNG
Papua New Guinea,Education,Secondary school,2016,939,52.60915868,23.7486688,16.50692226,7.135250266,52.9286475,21.19275825,22.15122471,3.727369542,82.1086262,12.56656017,5.111821086,0.212992545,36.10223642,30.77742279,76.99680511,PNG
Paraguay,Education,High level education (e.g. university),2016,219,43.37899543,39.26940639,12.32876712,5.02283105,40.1826484,41.09589041,13.69863014,5.02283105,77.16894977,16.89497717,3.652968037,2.283105023,31.05022831,26.48401826,73.51598174,PRY
Paraguay,Education,No education/ only basic education,2016,35,37.14285714,42.85714286,8.571428571,11.42857143,40,40,8.571428571,11.42857143,82.85714286,11.42857143,2.857142857,2.857142857,28.57142857,31.42857143,80,PRY
Paraguay,Education,NR,2016,19,31.57894737,52.63157895,15.78947368,0,26.31578947,42.10526316,26.31578947,5.263157895,78.94736842,15.78947368,5.263157895,0,15.78947368,0,73.68421053,PRY
Paraguay,Education,Secondary school,2016,571,43.25744308,38.70402802,12.60945709,5.429071804,38.70402802,38.35376532,14.71103327,8.23117338,77.23292469,17.6882662,3.327495622,1.751313485,30.64798599,23.99299475,73.90542907,PRY
Peru,Education,High level education (e.g. university),2011,457,56.89277899,9.409190372,30.19693654,3.501094092,39.38730853,15.97374179,39.38730853,5.251641138,68.05251641,26.69584245,4.157549234,1.094091904,26.69584245,0,63.89496718,PER
Peru,Education,High level education (e.g. university),2013,155,65.16129032,21.29032258,12.25806452,1.290322581,45.80645161,29.03225806,21.29032258,3.870967742,72.90322581,21.29032258,5.161290323,0.64516129,52.90322581,24.51612903,67.74193548,PER
Peru,Education,High level education (e.g. university),2016,275,65.81818182,20.72727273,8,5.454545455,57.45454545,19.27272727,18.18181818,5.090909091,75.27272727,21.45454545,2.909090909,0.363636364,57.81818182,39.27272727,72.36363636,PER
Peru,Education,No education/ only basic education,2011,234,31.62393162,11.53846154,46.15384615,10.68376068,20.94017094,8.547008547,54.7008547,15.81196581,54.7008547,29.48717949,13.24786325,2.564102564,-14.52991453,-33.76068376,41.45299145,PER
Peru,Education,No education/ only basic education,2013,96,18.75,34.375,33.33333333,13.54166667,19.79166667,35.41666667,35.41666667,9.375,58.33333333,28.125,12.5,1.041666667,-14.58333333,-15.625,45.83333333,PER
Peru,Education,No education/ only basic education,2016,36,33.33333333,30.55555556,22.22222222,13.88888889,38.88888889,36.11111111,19.44444444,5.555555556,66.66666667,13.88888889,16.66666667,2.777777778,11.11111111,19.44444444,50,PER
Peru,Education,NR,2011,7,57.14285714,28.57142857,14.28571429,0,0,14.28571429,57.14285714,28.57142857,28.57142857,71.42857143,0,0,42.85714286,-57.14285714,28.57142857,PER
Peru,Education,NR,2013,10,40,10,30,20,30,20,20,30,40,20,20,20,10,10,20,PER
Peru,Education,NR,2016,3,66.66666667,33.33333333,0,0,33.33333333,0,33.33333333,33.33333333,66.66666667,33.33333333,0,0,66.66666667,0,66.66666667,PER
Peru,Education,Secondary school,2011,509,41.25736739,12.57367387,36.73870334,9.430255403,30.84479371,16.3064833,44.59724951,8.251473477,61.68958743,32.02357564,5.697445972,0.589390963,4.518664047,-13.7524558,55.99214145,PER
Peru,Education,Secondary school,2013,940,42.65957447,32.12765957,19.89361702,5.319148936,33.29787234,38.08510638,24.89361702,3.723404255,62.23404255,30,5.957446809,1.808510638,22.76595745,8.404255319,56.27659574,PER
Peru,Education,Secondary school,2016,686,54.51895044,23.61516035,12.39067055,9.475218659,46.20991254,23.61516035,22.303207,7.871720117,67.20116618,28.13411079,3.352769679,1.311953353,42.12827988,23.90670554,63.8483965,PER
Philippines,Education,High level education (e.g. university),2013,309,27.50809061,60.19417476,9.061488673,3.236245955,29.77346278,52.42718447,13.91585761,3.883495146,73.46278317,20.38834951,5.501618123,0.647249191,18.44660194,15.85760518,67.96116505,PHL
Philippines,Education,High level education (e.g. university),2016,355,59.15492958,32.95774648,4.225352113,3.661971831,51.83098592,36.05633803,7.887323944,4.225352113,83.94366197,14.08450704,1.971830986,0,54.92957746,43.94366197,81.97183099,PHL
Philippines,Education,No education/ only basic education,2013,16,18.75,75,6.25,0,0,68.75,25,6.25,68.75,31.25,0,0,12.5,-25,68.75,PHL
Philippines,Education,No education/ only basic education,2016,21,38.0952381,47.61904762,4.761904762,9.523809524,38.0952381,52.38095238,4.761904762,4.761904762,61.9047619,33.33333333,4.761904762,0,33.33333333,33.33333333,57.14285714,PHL
Philippines,Education,NR,2013,1,0,100,0,0,0,100,0,0,100,0,0,0,0,0,100,PHL
Philippines,Education,NR,2016,5,60,40,0,0,60,40,0,0,100,0,0,0,60,60,100,PHL
Philippines,Education,Secondary school,2013,674,25.96439169,60.68249258,8.308605341,5.044510386,23.14540059,55.19287834,18.84272997,2.818991098,65.87537092,28.04154303,5.489614243,0.59347181,17.65578635,4.302670623,60.38575668,PHL
Philippines,Education,Secondary school,2016,619,50.88852989,41.03392569,4.36187399,3.715670436,44.74959612,42.64943457,9.8546042,2.746365105,82.71405493,13.24717286,3.877221325,0.161550889,46.5266559,34.89499192,78.8368336,PHL
Poland,Education,High level education (e.g. university),2011,144,24.30555556,45.83333333,23.61111111,6.25,6.25,45.13888889,45.13888889,3.472222222,49.30555556,30.55555556,13.88888889,6.25,0.694444444,-38.88888889,35.41666667,POL
Poland,Education,High level education (e.g. university),2013,187,27.80748663,46.52406417,17.64705882,8.021390374,20.85561497,39.57219251,31.01604278,8.556149733,62.03208556,24.06417112,8.556149733,5.347593583,10.16042781,-10.16042781,53.47593583,POL
Poland,Education,High level education (e.g. university),2016,140,21.42857143,37.14285714,32.85714286,8.571428571,15.71428571,32.14285714,42.14285714,10,71.42857143,22.85714286,5,0.714285714,-11.42857143,-26.42857143,66.42857143,POL
Poland,Education,No education/ only basic education,2011,71,23.94366197,30.98591549,33.8028169,11.26760563,7.042253521,36.61971831,35.21126761,21.12676056,45.07042254,28.16901408,23.94366197,2.816901408,-9.85915493,-28.16901408,21.12676056,POL
Poland,Education,NR,2013,1,0,0,100,0,0,0,100,0,0,100,0,0,-100,-100,0,POL
Poland,Education,Secondary school,2011,305,17.37704918,35.08196721,34.75409836,12.78688525,6.229508197,31.80327869,53.44262295,8.524590164,40.32786885,33.44262295,22.95081967,3.278688525,-17.37704918,-47.21311475,17.37704918,POL
Poland,Education,Secondary school,2013,812,27.33990148,39.90147783,22.66009852,10.09852217,20.56650246,38.54679803,26.23152709,14.65517241,48.6453202,32.26600985,12.56157635,6.527093596,4.679802956,-5.665024631,36.08374384,POL
Poland,Education,Secondary school,2016,874,27.00228833,39.70251716,24.59954233,8.695652174,15.56064073,39.13043478,35.01144165,10.29748284,66.24713959,25.28604119,7.551487414,0.915331808,2.402745995,-19.45080092,58.69565217,POL
Portugal,Education,High level education (e.g. university),2013,577,14.90467938,24.09012132,58.75216638,2.253032929,7.279029463,20.27729636,71.40381282,1.039861352,34.83535529,41.42114385,22.53032929,1.213171577,-43.847487,-64.12478336,12.305026,PRT
Portugal,Education,High level education (e.g. university),2016,566,48.40989399,34.27561837,14.66431095,2.650176678,26.50176678,47.87985866,22.96819788,2.650176678,60.24734982,31.6254417,7.77385159,0.35335689,33.74558304,3.533568905,52.47349823,PRT
Portugal,Education,No education/ only basic education,2013,3,0,0,100,0,0,0,100,0,0,66.66666667,33.33333333,0,-100,-100,-33.33333333,PRT
Portugal,Education,No education/ only basic education,2016,2,0,50,50,0,0,0,100,0,50,50,0,0,-50,-100,50,PRT
Portugal,Education,Secondary school,2013,433,14.3187067,29.33025404,55.19630485,1.154734411,9.006928406,22.86374134,66.74364896,1.385681293,29.09930716,50.80831409,19.63048499,0.461893764,-40.87759815,-57.73672055,9.468822171,PRT
Portugal,Education,Secondary school,2016,439,40.77448747,42.59681093,12.07289294,4.555808656,28.24601367,46.46924829,21.18451025,4.10022779,53.07517084,39.40774487,7.061503417,0.455580866,28.70159453,7.061503417,46.01366743,PRT
Romania,Education,High level education (e.g. university),2011,171,21.6374269,36.84210526,33.33333333,8.187134503,13.4502924,41.52046784,39.18128655,5.847953216,40.93567251,25.73099415,30.40935673,2.923976608,-11.69590643,-25.73099415,10.52631579,ROU
Romania,Education,High level education (e.g. university),2013,200,30,40,27,3,17,39,41.5,2.5,43.5,29,27,0.5,3,-24.5,16.5,ROU
Romania,Education,High level education (e.g. university),2016,124,47.58064516,32.25806452,15.32258065,4.838709677,26.61290323,48.38709677,21.77419355,3.225806452,73.38709677,14.51612903,12.09677419,0,32.25806452,4.838709677,61.29032258,ROU
Romania,Education,No education/ only basic education,2011,241,14.10788382,53.94190871,22.406639,9.543568465,7.468879668,47.30290456,34.43983402,10.78838174,20.33195021,33.19502075,43.98340249,2.489626556,-8.298755187,-26.97095436,-23.65145228,ROU
Romania,Education,No education/ only basic education,2013,74,18.91891892,35.13513514,25.67567568,20.27027027,10.81081081,33.78378378,36.48648649,18.91891892,17.56756757,21.62162162,58.10810811,2.702702703,-6.756756757,-25.67567568,-40.54054054,ROU
Romania,Education,No education/ only basic education,2016,2,50,0,50,0,0,100,0,0,0,50,50,0,0,0,-50,ROU
Romania,Education,NR,2013,2,0,50,50,0,0,50,50,0,50,0,50,0,-50,-50,0,ROU
Romania,Education,NR,2016,3,33.33333333,0,66.66666667,0,0,33.33333333,66.66666667,0,100,0,0,0,-33.33333333,-66.66666667,100,ROU
Romania,Education,Secondary school,2011,638,17.24137931,43.88714734,30.87774295,7.993730408,8.307210031,44.35736677,40.7523511,6.5830721,28.05642633,29.62382445,39.18495298,3.134796238,-13.63636364,-32.44514107,-11.12852665,ROU
Romania,Education,Secondary school,2013,865,23.58381503,33.87283237,35.95375723,6.589595376,15.02890173,34.33526012,44.04624277,6.589595376,30.75144509,32.48554913,35.72254335,1.040462428,-12.3699422,-29.01734104,-4.971098266,ROU
Romania,Education,Secondary school,2016,337,37.38872404,28.18991098,28.18991098,6.231454006,20.17804154,52.22551929,21.36498516,6.231454006,53.70919881,16.02373887,29.97032641,0.296735905,9.198813056,-1.18694362,23.7388724,ROU
Russian Federation,Education,High level education (e.g. university),2013,825,24.48484848,34.78787879,32.84848485,7.878787879,9.818181818,32.48484848,54.06060606,3.636363636,37.93939394,49.21212121,10.90909091,1.939393939,-8.363636364,-44.24242424,27.03030303,RUS
Russian Federation,Education,High level education (e.g. university),2016,381,36.48293963,36.22047244,17.84776903,9.448818898,23.09711286,38.05774278,28.34645669,10.49868766,61.94225722,27.82152231,4.199475066,6.036745407,18.6351706,-5.249343832,57.74278215,RUS
Russian Federation,Education,No education/ only basic education,2011,3,66.66666667,0,33.33333333,0,0,66.66666667,33.33333333,0,33.33333333,0,33.33333333,33.33333333,33.33333333,-33.33333333,0,RUS
Russian Federation,Education,Secondary school,2011,997,43.93179539,26.88064193,14.9448345,14.24272818,17.95386158,32.29689067,36.9107322,12.83851555,42.12637914,38.81644935,8.124373119,10.9327984,28.98696088,-18.95687061,34.00200602,RUS
Russian Federation,Education,Secondary school,2013,175,26.85714286,32,34.28571429,6.857142857,10.28571429,34.85714286,50.85714286,4,26.28571429,53.71428571,10.28571429,9.714285714,-7.428571429,-40.57142857,16,RUS
Russian Federation,Education,Secondary school,2016,619,31.34087237,38.77221325,19.54765751,10.33925687,14.53957997,41.84168013,32.31017771,11.3085622,53.4733441,36.02584814,5.169628433,5.331179321,11.79321486,-17.77059774,48.30371567,RUS
Saudi Arabia,Education,High level education (e.g. university),2011,210,71.42857143,8.571428571,15.71428571,4.285714286,46.19047619,26.19047619,25.23809524,2.380952381,73.80952381,19.04761905,6.19047619,0.952380952,55.71428571,20.95238095,67.61904762,SAU
Saudi Arabia,Education,High level education (e.g. university),2013,281,67.61565836,13.16725979,13.16725979,6.049822064,47.68683274,18.50533808,27.75800712,6.049822064,74.73309609,18.86120996,6.049822064,0.355871886,54.44839858,19.92882562,68.68327402,SAU
Saudi Arabia,Education,No education/ only basic education,2011,66,77.27272727,7.575757576,10.60606061,4.545454545,54.54545455,15.15151515,27.27272727,3.03030303,65.15151515,19.6969697,15.15151515,0,66.66666667,27.27272727,50,SAU
Saudi Arabia,Education,No education/ only basic education,2013,29,68.96551724,0,17.24137931,13.79310345,75.86206897,10.34482759,13.79310345,0,93.10344828,0,6.896551724,0,51.72413793,62.06896552,86.20689655,SAU
Saudi Arabia,Education,NR,2013,8,62.5,12.5,25,0,62.5,12.5,12.5,12.5,87.5,12.5,0,0,37.5,50,87.5,SAU
Saudi Arabia,Education,Secondary school,2011,226,78.31858407,6.194690265,12.83185841,2.654867257,45.13274336,20.3539823,31.4159292,3.097345133,66.81415929,20.3539823,11.94690265,0.884955752,65.48672566,13.71681416,54.86725664,SAU
Saudi Arabia,Education,Secondary school,2013,296,77.7027027,7.432432432,10.47297297,4.391891892,60.47297297,15.87837838,16.55405405,7.094594595,82.77027027,11.48648649,5.067567568,0.675675676,67.22972973,43.91891892,77.7027027,SAU
Serbia,Education,High level education (e.g. university),2011,205,20.97560976,33.17073171,38.04878049,7.804878049,15.12195122,25.36585366,53.65853659,5.853658537,39.51219512,47.31707317,8.780487805,4.390243902,-17.07317073,-38.53658537,30.73170732,SRB
Serbia,Education,High level education (e.g. university),2013,225,24.88888889,35.55555556,36.88888889,2.666666667,15.11111111,30.66666667,52,2.222222222,52.88888889,39.11111111,6.222222222,1.777777778,-12,-36.88888889,46.66666667,SRB
Serbia,Education,High level education (e.g. university),2016,177,31.63841808,43.50282486,23.72881356,1.129943503,21.46892655,37.28813559,38.4180791,2.824858757,53.67231638,38.98305085,7.344632768,0,7.90960452,-16.94915254,46.32768362,SRB
Serbia,Education,No education/ only basic education,2011,199,8.040201005,17.08542714,65.32663317,9.547738693,5.025125628,17.08542714,68.84422111,9.045226131,18.09045226,48.24120603,30.15075377,3.51758794,-57.28643216,-63.81909548,-12.06030151,SRB
Serbia,Education,No education/ only basic education,2013,24,25,25,50,0,20.83333333,29.16666667,50,0,45.83333333,50,4.166666667,0,-25,-29.16666667,41.66666667,SRB
Serbia,Education,No education/ only basic education,2016,38,36.84210526,31.57894737,26.31578947,5.263157895,26.31578947,34.21052632,34.21052632,5.263157895,36.84210526,47.36842105,15.78947368,0,10.52631579,-7.894736842,21.05263158,SRB
Serbia,Education,Secondary school,2011,633,16.74565561,30.8056872,42.9699842,9.478672986,10.90047393,28.43601896,52.44865719,8.214849921,33.01737757,47.23538705,15.00789889,4.739336493,-26.22432859,-41.54818325,18.00947867,SRB
Serbia,Education,Secondary school,2013,815,23.06748466,33.25153374,42.08588957,1.595092025,13.49693252,29.81595092,54.72392638,1.963190184,41.71779141,46.3803681,10.18404908,1.717791411,-19.01840491,-41.22699387,31.53374233,SRB
Serbia,Education,Secondary school,2016,788,29.44162437,36.4213198,32.10659898,2.030456853,23.35025381,35.53299492,38.45177665,2.664974619,48.60406091,40.98984772,10.15228426,0.253807107,-2.664974619,-15.10152284,38.45177665,SRB
Slovenia,Education,High level education (e.g. university),2016,481,36.38253638,45.11434511,14.76091476,3.742203742,36.59043659,39.70893971,19.75051975,3.95010395,64.44906445,29.93762994,5.405405405,0.207900208,21.62162162,16.83991684,59.04365904,SVN
Slovenia,Education,No education/ only basic education,2016,3,33.33333333,66.66666667,0,0,100,0,0,0,33.33333333,33.33333333,33.33333333,0,33.33333333,100,0,SVN
Slovenia,Education,NR,2016,13,7.692307692,76.92307692,7.692307692,7.692307692,15.38461538,61.53846154,23.07692308,0,53.84615385,38.46153846,0,7.692307692,0,-7.692307692,53.84615385,SVN
Slovenia,Education,Secondary school,2016,516,29.84496124,39.14728682,25,6.007751938,27.90697674,40.69767442,27.3255814,4.069767442,52.71317829,40.11627907,7.170542636,0,4.84496124,0.581395349,45.54263566,SVN
South Africa,Education,High level education (e.g. university),2011,42,38.0952381,33.33333333,26.19047619,2.380952381,21.42857143,28.57142857,50,0,64.28571429,16.66666667,14.28571429,4.761904762,11.9047619,-28.57142857,50,ZAF
South Africa,Education,High level education (e.g. university),2013,219,43.83561644,22.83105023,29.6803653,3.652968037,21.46118721,42.92237443,33.78995434,1.826484018,72.14611872,8.219178082,19.17808219,0.456621005,14.15525114,-12.32876712,52.96803653,ZAF
South Africa,Education,High level education (e.g. university),2016,645,56.58914729,12.86821705,22.17054264,8.372093023,27.44186047,20.46511628,45.11627907,6.976744186,61.08527132,20.15503876,17.36434109,1.395348837,34.41860465,-17.6744186,43.72093023,ZAF
South Africa,Education,No education/ only basic education,2011,11,36.36363636,45.45454545,18.18181818,0,18.18181818,54.54545455,27.27272727,0,36.36363636,27.27272727,36.36363636,0,18.18181818,-9.090909091,0,ZAF
South Africa,Education,No education/ only basic education,2013,11,36.36363636,36.36363636,18.18181818,9.090909091,36.36363636,18.18181818,45.45454545,0,63.63636364,9.090909091,27.27272727,0,18.18181818,-9.090909091,36.36363636,ZAF
South Africa,Education,No education/ only basic education,2016,23,52.17391304,17.39130435,21.73913043,8.695652174,30.43478261,17.39130435,43.47826087,8.695652174,47.82608696,13.04347826,34.7826087,4.347826087,30.43478261,-13.04347826,13.04347826,ZAF
South Africa,Education,NR,2013,2,50,50,0,0,50,0,50,0,100,0,0,0,50,0,100,ZAF
South Africa,Education,NR,2016,84,41.66666667,15.47619048,25,17.85714286,17.85714286,19.04761905,40.47619048,22.61904762,48.80952381,30.95238095,11.9047619,8.333333333,16.66666667,-22.61904762,36.9047619,ZAF
South Africa,Education,Secondary school,2011,147,42.85714286,29.93197279,26.53061224,0.680272109,21.76870748,29.25170068,48.29931973,0.680272109,56.46258503,18.36734694,23.80952381,1.360544218,16.32653061,-26.53061224,32.65306122,ZAF
South Africa,Education,Secondary school,2013,270,54.07407407,21.85185185,17.40740741,6.666666667,24.44444444,41.11111111,29.25925926,5.185185185,69.25925926,7.407407407,22.96296296,0.37037037,36.66666667,-4.814814815,46.2962963,ZAF
South Africa,Education,Secondary school,2016,893,57.11086226,13.99776036,20.9406495,7.950727884,30.68309071,18.81298992,42.10526316,8.398656215,53.19148936,24.1881299,20.71668533,1.903695409,36.17021277,-11.42217245,32.47480403,ZAF
South Sudan,Education,High level education (e.g. university),2011,165,66.66666667,10.3030303,8.484848485,14.54545455,63.63636364,15.15151515,7.878787879,13.33333333,69.09090909,20,10.3030303,0.606060606,58.18181818,55.75757576,58.78787879,SDS
South Sudan,Education,No education/ only basic education,2011,512,54.296875,16.6015625,5.46875,23.6328125,51.3671875,16.015625,9.1796875,23.4375,59.5703125,22.4609375,16.015625,1.953125,48.828125,42.1875,43.5546875,SDS
South Sudan,Education,NR,2011,22,22.72727273,4.545454545,4.545454545,68.18181818,22.72727273,9.090909091,0,68.18181818,59.09090909,18.18181818,13.63636364,9.090909091,18.18181818,22.72727273,45.45454545,SDS
South Sudan,Education,Secondary school,2011,321,58.56697819,13.08411215,4.984423676,23.36448598,55.14018692,14.95327103,8.722741433,21.18380062,61.99376947,19.31464174,17.44548287,1.246105919,53.58255452,46.41744548,44.5482866,SDS
Spain,Education,High level education (e.g. university),2011,130,22.30769231,33.84615385,40.76923077,3.076923077,10,24.61538462,60.76923077,4.615384615,82.30769231,14.61538462,0.769230769,2.307692308,-18.46153846,-50.76923077,81.53846154,ESP
Spain,Education,High level education (e.g. university),2013,522,35.44061303,37.7394636,24.5210728,2.298850575,15.51724138,34.86590038,47.70114943,1.915708812,59.57854406,23.18007663,13.02681992,4.214559387,10.91954023,-32.18390805,46.55172414,ESP
Spain,Education,High level education (e.g. university),2016,421,44.89311164,35.1543943,19.0023753,0.950118765,32.304038,31.11638955,35.1543943,1.425178147,65.08313539,24.70308789,9.263657957,0.950118765,25.89073634,-2.850356295,55.81947743,ESP
Spain,Education,No education/ only basic education,2011,716,19.83240223,35.05586592,41.48044693,3.631284916,10.33519553,28.77094972,57.54189944,3.351955307,62.29050279,20.11173184,17.31843575,0.279329609,-21.64804469,-47.20670391,44.97206704,ESP
Spain,Education,No education/ only basic education,2013,39,28.20512821,35.8974359,25.64102564,10.25641026,17.94871795,38.46153846,35.8974359,7.692307692,25.64102564,48.71794872,20.51282051,5.128205128,2.564102564,-17.94871795,5.128205128,ESP
Spain,Education,No education/ only basic education,2016,5,0,40,40,20,0,40,60,0,40,60,0,0,-40,-60,40,ESP
Spain,Education,NR,2013,16,18.75,37.5,37.5,6.25,12.5,31.25,50,6.25,37.5,25,12.5,25,-18.75,-37.5,25,ESP
Spain,Education,NR,2016,6,16.66666667,16.66666667,16.66666667,50,0,33.33333333,0,66.66666667,16.66666667,0,33.33333333,50,0,0,-16.66666667,ESP
